LATITUDE,LONGITUDE,JD
11,-99,2460402.5327430554
-6,-103,2460402.536215278
-24,-107,2460402.5396875
-42,-112,2460402.5431597224
-60,-120,2460402.5466319444
-76,-143,2460402.550104167
-79,119,2460402.553576389
-63,86,2460402.5570486113
-46,77,2460402.5605208334
-28,72,2460402.5639930554
-9,67,2460402.567465278
8,64,2460402.5709375
26,60,2460402.5744097224
44,54,2460402.5778819444
62,46,2460402.581354167
78,17,2460402.584826389
77,-81,2460402.5882986113
61,-107,2460402.5917708334
43,-115,2460402.5952430554
25,-120,2460402.598715278
7,-124,2460402.6021875
-11,-128,2460402.6056597224
-29,-132,2460402.6091319444
-47,-138,2460402.612604167
-64,-148,2460402.616076389
-80,174,2460402.6195486113
-75,79,2460402.6230208334
-58,58,2460402.6264930554
-41,51,2460402.629965278
-23,46,2460402.6334375
-5,42,2460402.6369097224
13,38,2460402.6403819444
31,34,2460402.643854167
49,28,2460402.647326389
66,17,2460402.6507986113
81,-29,2460402.6542708334
73,-117,2460402.6577430554
56,-135,2460402.661215278
38,-142,2460402.6646875
20,-146,2460402.6681597224
2,-150,2460402.6716319444
-16,-154,2460402.675104167
-34,-158,2460402.678576389
-51,-165,2460402.6820486113
-69,-177,2460402.6855208334
-81,121,2460402.6889930554
-71,46,2460402.692465278
-54,31,2460402.6959375
-36,24,2460402.6994097224
-18,20,2460402.7028819444
0,16,2460402.706354167
17,12,2460402.709826389
36,8,2460402.7132986113
53,1,2460402.7167708334
71,-12,2460402.7202430554
81,-88,2460402.723715278
69,-149,2460402.7271875
51,-162,2460402.7306597224
33,-168,2460402.7341319444
15,-172,2460402.737604167
-2,-176,2460402.741076389
-20,179,2460402.7445486113
-38,175,2460402.7480208334
-56,167,2460402.7514930554
-73,150,2460402.754965278
-81,62,2460402.7584375
-66,15,2460402.7619097224
-49,4,2460402.7653819444
-31,-1,2460402.768854167
-13,-5,2460402.772326389
4,-9,2460402.7757986113
22,-13,2460402.7792708334
37,-16,2460402.782025463
55,-23,2460402.785497685
72,-39,2460402.7889699074
81,-121,2460402.7924421295
67,-175,2460402.795914352
50,172,2460402.799386574
32,166,2460402.8028587964
14,162,2460402.8063310185
-3,158,2460402.809803241
-22,154,2460402.813275463
-40,150,2460402.816747685
-57,142,2460402.8202199074
-74,123,2460402.8236921295
-80,31,2460402.827164352
-65,-10,2460402.830636574
-48,-20,2460402.8341087964
-30,-25,2460402.8375810185
-12,-30,2460402.841053241
5,-34,2460402.844525463
23,-38,2460402.847997685
42,-42,2460402.8514699074
59,-50,2460402.8549421295
76,-73,2460402.858414352
79,-172,2460402.861886574
63,155,2460402.8653587964
45,146,2460402.8688310185
27,141,2460402.872303241
9,136,2460402.875775463
-8,133,2460402.879247685
-26,128,2460402.8827199074
-44,123,2460402.8861921295
-62,114,2460402.889664352
-78,85,2460402.893136574
-77,-12,2460402.8966087964
-61,-38,2460402.9000810185
-43,-46,2460402.903553241
-25,-51,2460402.907025463
-7,-55,2460402.910497685
10,-59,2460402.9139699074
28,-63,2460402.9174421295
46,-69,2460402.920914352
64,-79,2460402.924386574
80,-116,2460402.9278587964
75,148,2460402.9313310185
58,127,2460402.934803241
40,119,2460402.938275463
22,115,2460402.941747685
4,111,2460402.9452199074
-13,107,2460402.9486921295
-31,103,2460402.952164352
-49,97,2460402.955636574
-67,86,2460402.9591087964
-81,37,2460402.9625810185
-73,-48,2460402.966053241
-56,-65,2460402.969525463
-38,-72,2460402.972997685
-20,-77,2460402.9764699074
-2,-81,2460402.9799421295
15,-85,2460402.983414352
33,-89,2460402.986886574
51,-95,2460402.9903587964
69,-108,2460402.9938310185
81,-170,2460402.997303241
71,114,2460403.000775463
53,100,2460403.004247685
35,93,2460403.0077199074
17,89,2460403.0111921295
0,85,2460403.014664352
-18,81,2460403.018136574
-36,77,2460403.0216087964
-54,70,2460403.0250810185
-71,55,2460403.028553241
-81,-20,2460403.032025463
-69,-80,2460403.035497685
-51,-92,2460403.0389699074
-33,-99,2460403.0424421295
-15,-103,2460403.045914352
2,-107,2460403.049386574
20,-111,2460403.0528587964
38,-115,2460403.0563310185
56,-122,2460403.059803241
73,-140,2460403.063275463
81,131,2460403.066747685
66,84,2460403.0702199074
49,73,2460403.0736921295
31,67,2460403.077164352
12,63,2460403.080636574
-5,59,2460403.0841087964
-23,55,2460403.0875810185
-41,50,2460403.091053241
-59,43,2460403.094525463
-75,21,2460403.097997685
-79,-73,2460403.1014699074
-64,-109,2460403.1049421295
-46,-119,2460403.108414352
-29,-124,2460403.111886574
-10,-129,2460403.1153587964
7,-132,2460403.1188310185
25,-137,2460403.122303241
43,-142,2460403.125775463
61,-150,2460403.129247685
77,-176,2460403.1327199074
78,83,2460403.1361921295
61,55,2460403.139664352
44,47,2460403.143136574
26,42,2460403.1466087964
7,37,2460403.1500810185
-10,34,2460403.153553241
-28,29,2460403.157025463
-46,24,2460403.160497685
-63,15,2460403.1639699074
-79,-18,2460403.1674421295
-76,-115,2460403.170914352
-59,-137,2460403.174386574
-42,-145,2460403.1778587964
-24,-150,2460403.1813310185
-6,-154,2460403.184803241
12,-158,2460403.188275463
30,-162,2460403.191747685
48,-168,2460403.1952199074
65,-178,2460403.1986921295
80,138,2460403.202164352
74,46,2460403.205636574
57,28,2460403.2091087964
39,20,2460403.2125810185
21,16,2460403.216053241
3,12,2460403.219525463
-15,8,2460403.222997685
-33,4,2460403.2264699074
-51,-1,2460403.2299421295
-68,-13,2460403.233414352
-81,-69,2460403.236886574
-72,-149,2460403.2403587964
-55,-165,2460403.2438310185
-37,-172,2460403.247303241
-19,-176,2460403.250775463
-1,179,2460403.254247685
17,175,2460403.2577199074
35,171,2460403.2611921295
53,164,2460403.264664352
70,151,2460403.268136574
82,80,2460403.2716087964
69,14,2460403.2750810185
52,1,2460403.278553241
34,-5,2460403.282025463
16,-9,2460403.285497685
-1,-13,2460403.2889699074
-19,-17,2460403.2924421295
-37,-21,2460403.295914352
-55,-28,2460403.299386574
-72,-45,2460403.3028587964
-81,-128,2460403.3063310185
-67,179,2460403.309803241
-50,167,2460403.313275463
-32,161,2460403.316747685
-14,157,2460403.3202199074
3,153,2460403.3236921295
21,149,2460403.327164352
40,145,2460403.330636574
57,137,2460403.3341087964
74,118,2460403.3375810185
80,24,2460403.341053241
65,-15,2460403.344525463
51,-24,2460403.3472916665
33,-30,2460403.350763889
15,-34,2460403.354236111
-3,-38,2460403.3577083335
-21,-42,2460403.3611805555
-39,-47,2460403.3646527776
-56,-54,2460403.368125
-73,-71,2460403.371597222
-81,-160,2460403.3750694445
-66,153,2460403.3785416665
-49,142,2460403.382013889
-31,136,2460403.385486111
-13,132,2460403.3889583335
4,128,2460403.3924305555
23,124,2460403.3959027776
41,120,2460403.399375
59,112,2460403.402847222
75,90,2460403.4063194445
79,-5,2460403.4097916665
64,-41,2460403.413263889
46,-50,2460403.416736111
28,-56,2460403.4202083335
10,-60,2460403.4236805555
-7,-64,2460403.4271527776
-26,-68,2460403.430625
-44,-73,2460403.434097222
-61,-81,2460403.4375694445
-77,-108,2460403.4410416665
-78,152,2460403.444513889
-62,124,2460403.447986111
-44,116,2460403.4514583335
-26,111,2460403.4549305555
-8,106,2460403.4584027776
9,103,2460403.461875
28,99,2460403.465347222
46,93,2460403.4688194445
63,84,2460403.4722916665
79,50,2460403.475763889
76,-46,2460403.479236111
59,-69,2460403.4827083335
41,-77,2460403.4861805555
23,-81,2460403.4896527776
5,-85,2460403.493125
-12,-89,2460403.496597222
-30,-94,2460403.5000694445
-48,-99,2460403.5035416665
-66,-110,2460403.507013889
-80,-154,2460403.510486111
-74,115,2460403.5139583335
-57,97,2460403.5174305555
-39,89,2460403.5209027776
-21,85,2460403.524375
-3,81,2460403.527847222
14,77,2460403.5313194445
32,73,2460403.5347916665
50,67,2460403.538263889
68,55,2460403.541736111
81,-1,2460403.5452083335
71,-81,2460403.5486805555
54,-96,2460403.5521527776
36,-103,2460403.555625
18,-107,2460403.559097222
0,-111,2460403.5625694445
-17,-115,2460403.5660416665
-35,-119,2460403.569513889
-53,-126,2460403.572986111
-70,-140,2460403.5764583335
-82,148,2460403.5799305555
-69,83,2460403.5834027776
-52,70,2460403.586875
-34,63,2460403.590347222
-16,59,2460403.5938194445
1,55,2460403.5972916665
19,51,2460403.600763889
37,47,2460403.604236111
55,40,2460403.6077083335
72,23,2460403.6111805555
81,-60,2460403.6146527776
67,-111,2460403.618125
49,-123,2460403.621597222
31,-129,2460403.6250694445
13,-133,2460403.6285416665
-4,-137,2460403.632013889
-22,-141,2460403.635486111
-40,-146,2460403.6389583335
-58,-153,2460403.6424305555
-75,-173,2460403.6459027776
-80,92,2460403.649375
-65,53,2460403.652847222
-47,43,2460403.6563194445
-29,37,2460403.6597916665
-11,33,2460403.663263889
6,29,2460403.666736111
24,25,2460403.6702083335
42,20,2460403.6736805555
60,12,2460403.6771527776
76,-11,2460403.680625
78,-110,2460403.684097222
62,-140,2460403.6875694445
45,-149,2460403.6910416665
27,-155,2460403.694513889
8,-159,2460403.697986111
-9,-163,2460403.7014583335
-27,-167,2460403.7049305555
-45,-172,2460403.7084027776
-62,178,2460403.711875
-78,148,2460403.715347222
-77,49,2460403.7188194445
-60,25,2460403.7222916665
-43,17,2460403.725763889
-25,12,2460403.729236111
-6,8,2460403.7327083335
11,4,2460403.7361805555
29,0,2460403.7396527776
47,-5,2460403.743125
65,-15,2460403.746597222
80,-54,2460403.7500694445
75,-148,2460403.7535416665
58,-168,2460403.757013889
40,-176,2460403.760486111
22,179,2460403.7639583335
3,175,2460403.7674305555
-14,171,2460403.7709027776
-32,166,2460403.774375
-50,161,2460403.777847222
-67,149,2460403.7813194445
-81,98,2460403.7847916665
-72,14,2460403.788263889
-55,-2,2460403.791736111
-38,-9,2460403.7952083335
-20,-13,2460403.7986805555
-2,-17,2460403.8021527776
16,-21,2460403.805625
32,-25,2460403.80875
50,-31,2460403.8122222223
67,-43,2460403.8156944443
81,-97,2460403.819166667
72,-179,2460403.822638889
55,165,2460403.8261111113
37,158,2460403.8295833333
19,153,2460403.8330555554
0,149,2460403.836527778
-17,145,2460403.84
-35,141,2460403.8434722223
-53,135,2460403.8469444443
-70,121,2460403.850416667
-82,52,2460403.853888889
-70,-14,2460403.8573611113
-52,-28,2460403.8608333333
-35,-34,2460403.8643055554
-17,-39,2460403.867777778
1,-42,2460403.87125
19,-46,2460403.8747222223
37,-51,2460403.8781944443
55,-58,2460403.881666667
72,-74,2460403.885138889
81,-156,2460403.8886111113
67,149,2460403.8920833333
50,138,2460403.8955555554
32,132,2460403.899027778
14,127,2460403.9025
-4,124,2460403.9059722223
-22,120,2460403.9094444443
-40,115,2460403.912916667
-57,108,2460403.916388889
-74,88,2460403.9198611113
-80,-3,2460403.9233333333
-65,-44,2460403.9268055554
-48,-55,2460403.930277778
-30,-60,2460403.93375
-12,-64,2460403.9372222223
5,-68,2460403.9406944443
24,-72,2460403.944166667
42,-77,2460403.947638889
59,-85,2460403.9511111113
76,-108,2460403.9545833333
79,152,2460403.9580555554
63,120,2460403.961527778
45,111,2460403.965
27,106,2460403.9684722223
9,102,2460403.9719444443
-8,98,2460403.975416667
-27,94,2460403.978888889
-44,89,2460403.9823611113
-62,80,2460403.9858333333
-78,50,2460403.9893055554
-77,-47,2460403.992777778
-61,-73,2460403.99625
-43,-81,2460403.9997222223
-25,-86,2460404.0031944443
-7,-90,2460404.006666667
10,-94,2460404.010138889
28,-98,2460404.0136111113
47,-103,2460404.0170833333
64,-113,2460404.0205555554
80,-151,2460404.024027778
75,113,2460404.0275
58,92,2460404.0309722223
40,85,2460404.0344444443
22,80,2460404.037916667
4,76,2460404.041388889
-13,72,2460404.0448611113
-31,68,2460404.0483333333
-49,62,2460404.0518055554
-67,51,2460404.055277778
-81,2,2460404.05875
-73,-83,2460404.0622222223
-56,-100,2460404.0656944443
-38,-107,2460404.069166667
-20,-112,2460404.072638889
-2,-116,2460404.0761111113
15,-120,2460404.0795833333
33,-124,2460404.0830555554
51,-130,2460404.086527778
69,-143,2460404.09
81,154,2460404.0934722223
71,80,2460404.0969444443
53,65,2460404.100416667
35,59,2460404.103888889
17,54,2460404.1073611113
0,50,2460404.1108333333
-18,46,2460404.1143055554
-36,42,2460404.117777778
-54,35,2460404.12125
-71,20,2460404.1247222223
-81,-55,2460404.1281944443
-68,-115,2460404.131666667
-51,-127,2460404.135138889
-33,-133,2460404.1386111113
-15,-138,2460404.1420833333
2,-141,2460404.1455555554
20,-145,2460404.149027778
38,-150,2460404.1525
56,-157,2460404.1559722223
73,-175,2460404.1594444443
81,95,2460404.162916667
66,49,2460404.166388889
48,38,2460404.1698611113
30,33,2460404.1733333333
12,29,2460404.1768055554
-5,25,2460404.180277778
-23,21,2460404.18375
-41,16,2460404.1872222223
-59,8,2460404.1906944443
-75,-12,2460404.194166667
-79,-109,2460404.197638889
-64,-144,2460404.2011111113
-46,-154,2460404.2045833333
-28,-159,2460404.2080555554
-10,-163,2460404.211527778
7,-167,2460404.215
25,-171,2460404.2184722223
43,-176,2460404.2219444443
61,174,2460404.225416667
77,148,2460404.228888889
78,48,2460404.2323611113
61,21,2460404.2358333333
44,12,2460404.2393055554
26,7,2460404.242777778
7,3,2460404.24625
-10,0,2460404.2497222223
-28,-4,2460404.2531944443
-46,-10,2460404.256666667
-63,-19,2460404.260138889
-79,-53,2460404.2636111113
-76,-150,2460404.2670833333
-59,-172,2460404.2705555554
-42,179,2460404.274027778
-24,174,2460404.2775
-5,170,2460404.2809722223
12,166,2460404.2844444443
30,162,2460404.287916667
48,156,2460404.291388889
66,146,2460404.2948611113
80,102,2460404.2983333333
74,11,2460404.3018055554
57,-6,2460404.305277778
42,-12,2460404.3080671295
24,-17,2460404.311539352
6,-21,2460404.315011574
-11,-25,2460404.3184837964
-29,-29,2460404.3219560185
-47,-35,2460404.325428241
-65,-45,2460404.328900463
-80,-84,2460404.332372685
-75,-178,2460404.3358449074
-58,161,2460404.3393171295
-40,154,2460404.342789352
-22,149,2460404.346261574
-4,145,2460404.3497337964
13,141,2460404.3532060185
31,137,2460404.356678241
49,131,2460404.360150463
67,120,2460404.363622685
81,70,2460404.3670949074
72,-15,2460404.3705671295
55,-31,2460404.374039352
37,-38,2460404.377511574
19,-43,2460404.3809837964
1,-47,2460404.3844560185
-16,-51,2460404.387928241
-34,-55,2460404.391400463
-52,-61,2460404.394872685
-69,-74,2460404.3983449074
-81,-139,2460404.4018171295
-70,148,2460404.405289352
-53,134,2460404.408761574
-35,128,2460404.4122337964
-17,123,2460404.4157060185
0,119,2460404.419178241
18,115,2460404.422650463
36,111,2460404.426122685
54,104,2460404.4295949074
71,89,2460404.4330671295
81,11,2460404.436539352
68,-46,2460404.440011574
51,-58,2460404.4434837964
33,-64,2460404.4469560185
14,-69,2460404.450428241
-3,-73,2460404.453900463
-21,-76,2460404.457372685
-39,-81,2460404.4608449074
-57,-88,2460404.4643171295
-74,-106,2460404.467789352
-80,163,2460404.471261574
-66,118,2460404.4747337964
-48,107,2460404.4782060185
-31,102,2460404.481678241
-12,98,2460404.485150463
5,94,2460404.488622685
23,90,2460404.4920949074
41,85,2460404.4955671295
59,77,2460404.499039352
75,55,2460404.502511574
79,-41,2460404.5059837964
63,-75,2460404.5094560185
46,-85,2460404.512928241
28,-90,2460404.516400463
10,-94,2460404.519872685
-8,-98,2460404.5233449074
-26,-102,2460404.5268171295
-44,-107,2460404.530289352
-61,-116,2460404.533761574
-78,-143,2460404.5372337964
-77,117,2460404.5407060185
-61,90,2460404.544178241
-44,81,2460404.547650463
-26,76,2460404.551122685
-8,72,2460404.5545949074
10,68,2460404.5580671295
28,64,2460404.561539352
46,58,2460404.565011574
63,49,2460404.5684837964
79,14,2460404.5719560185
75,-82,2460404.575428241
59,-103,2460404.578900463
41,-111,2460404.582372685
23,-116,2460404.5858449074
5,-120,2460404.5893171295
-13,-124,2460404.592789352
-31,-128,2460404.596261574
-49,-134,2460404.5997337964
-66,-145,2460404.6032060185
-81,169,2460404.606678241
-73,80,2460404.610150463
-57,62,2460404.613622685
-39,55,2460404.6170949074
-21,50,2460404.6205671295
-3,46,2460404.624039352
14,42,2460404.627511574
33,38,2460404.6309837964
51,32,2460404.6344560185
68,20,2460404.637928241
81,-37,2460404.641400463
71,-116,2460404.644872685
54,-131,2460404.6483449074
36,-137,2460404.6518171295
18,-142,2460404.655289352
0,-146,2460404.658761574
-17,-150,2460404.6622337964
-35,-154,2460404.6657060185
-53,-161,2460404.669178241
-70,-175,2460404.672650463
-81,112,2460404.676122685
-69,48,2460404.6795949074
-52,35,2460404.6830671295
-34,29,2460404.686539352
-16,24,2460404.690011574
1,20,2460404.6934837964
19,17,2460404.6969560185
37,12,2460404.700428241
55,5,2460404.703900463
73,-11,2460404.707372685
81,-96,2460404.7108449074
67,-146,2460404.7143171295
49,-158,2460404.717789352
31,-163,2460404.721261574
13,-168,2460404.7247337964
-4,-171,2460404.7282060185
-22,-175,2460404.731678241
-40,179,2460404.735150463
-58,171,2460404.738622685
-75,151,2460404.7420949074
-80,57,2460404.7455671295
-65,18,2460404.749039352
-47,8,2460404.752511574
-29,3,2460404.7559837964
-11,0,2460404.7594560185
6,-4,2460404.762928241
24,-8,2460404.766400463
38,-12,2460404.769027778
56,-19,2460404.7725
73,-36,2460404.7759722224
81,-124,2460404.7794444445
66,-171,2460404.7829166665
49,177,2460404.786388889
31,171,2460404.789861111
13,167,2460404.7933333335
-5,163,2460404.7968055555
-23,159,2460404.800277778
-41,154,2460404.80375
-58,146,2460404.8072222224
-75,125,2460404.8106944445
-79,30,2460404.8141666665
-64,-6,2460404.817638889
-47,-16,2460404.821111111
-29,-21,2460404.8245833335
-11,-25,2460404.8280555555
7,-29,2460404.831527778
25,-33,2460404.835
43,-38,2460404.8384722224
61,-46,2460404.8419444445
77,-72,2460404.8454166665
78,-172,2460404.848888889
62,159,2460404.852361111
44,150,2460404.8558333335
26,145,2460404.8593055555
8,141,2460404.862777778
-10,137,2460404.86625
-28,133,2460404.8697222224
-46,128,2460404.8731944445
-63,118,2460404.8766666665
-79,85,2460404.880138889
-76,-11,2460404.883611111
-59,-34,2460404.8870833335
-42,-42,2460404.8905555555
-24,-47,2460404.894027778
-6,-51,2460404.8975
11,-55,2460404.9009722224
30,-59,2460404.9044444445
48,-65,2460404.9079166665
65,-75,2460404.911388889
80,-117,2460404.914861111
74,150,2460404.9183333335
57,131,2460404.9218055555
39,124,2460404.925277778
21,119,2460404.92875
3,115,2460404.9322222224
-14,111,2460404.9356944445
-32,107,2460404.9391666665
-50,101,2460404.942638889
-68,89,2460404.946111111
-81,34,2460404.9495833335
-72,-46,2460404.9530555555
-55,-61,2460404.956527778
-37,-68,2460404.96
-19,-73,2460404.9634722224
-1,-77,2460404.9669444445
16,-80,2460404.9704166665
34,-85,2460404.973888889
52,-91,2460404.977361111
70,-105,2460404.9808333335
82,-174,2460404.9843055555
70,117,2460404.987777778
52,104,2460404.99125
34,98,2460404.9947222224
16,93,2460404.9981944445
-1,90,2460405.0016666665
-19,86,2460405.005138889
-37,81,2460405.008611111
-55,74,2460405.0120833335
-72,58,2460405.0155555555
-81,-24,2460405.019027778
-67,-77,2460405.0225
-50,-88,2460405.0259722224
-32,-94,2460405.0294444445
-14,-98,2460405.0329166665
3,-102,2460405.036388889
21,-106,2460405.039861111
39,-111,2460405.0433333335
57,-118,2460405.0468055555
74,-137,2460405.050277778
80,128,2460405.05375
65,88,2460405.0572222224
47,77,2460405.0606944445
29,72,2460405.0641666665
11,68,2460405.067638889
-6,64,2460405.071111111
-24,60,2460405.0745833335
-42,55,2460405.0780555555
-60,47,2460405.081527778
-76,23,2460405.085
-79,-74,2460405.0884722224
-63,-106,2460405.0919444445
-45,-115,2460405.0954166665
-27,-120,2460405.098888889
-9,-124,2460405.102361111
8,-128,2460405.1058333335
26,-132,2460405.1093055555
44,-137,2460405.112777778
62,-146,2460405.11625
78,-176,2460405.1197222224
77,84,2460405.1231944445
60,59,2460405.1266666665
42,51,2460405.130138889
24,46,2460405.133611111
6,42,2460405.1370833335
-11,38,2460405.1405555555
-29,34,2460405.144027778
-47,28,2460405.1475
-64,19,2460405.1509722224
-80,-18,2460405.1544444445
-75,-113,2460405.1579166665
-58,-133,2460405.161388889
-40,-141,2460405.164861111
-22,-146,2460405.1683333335
-4,-150,2460405.1718055555
13,-154,2460405.175277778
31,-158,2460405.17875
49,-164,2460405.1822222224
67,-175,2460405.1856944445
81,135,2460405.1891666665
73,49,2460405.192638889
56,32,2460405.196111111
38,25,2460405.1995833335
20,20,2460405.2030555555
1,16,2460405.206527778
-16,12,2460405.21
-34,8,2460405.2134722224
-52,2,2460405.2169444445
-69,-10,2460405.2204166665
-81,-73,2460405.223888889
-71,-146,2460405.227361111
-53,-161,2460405.2308333335
-36,-167,2460405.2343055555
-18,-172,2460405.237777778
0,-176,2460405.24125
18,-179,2460405.2447222224
36,175,2460405.2481944445
54,168,2460405.2516666665
71,154,2460405.255138889
81,76,2460405.258611111
68,17,2460405.2620833335
51,5,2460405.2655555555
33,0,2460405.269027778
15,-5,2460405.2725
-3,-8,2460405.2759722224
-21,-12,2460405.2794444445
-39,-17,2460405.2829166665
-56,-24,2460405.286388889
-73,-42,2460405.289861111
-81,-131,2460405.2933333335
-66,-177,2460405.2968055555
-49,172,2460405.300277778
-31,166,2460405.30375
-13,162,2460405.3072222224
4,158,2460405.3106944445
23,154,2460405.3141666665
41,149,2460405.317638889
59,141,2460405.321111111
75,120,2460405.3245833335
79,23,2460405.3280555555
64,-11,2460405.331527778
47,-20,2460405.3347685183
29,-26,2460405.338240741
11,-30,2460405.341712963
-6,-34,2460405.3451851853
-24,-38,2460405.3486574073
-42,-43,2460405.35212963
-60,-51,2460405.355601852
-76,-75,2460405.359074074
-78,-173,2460405.3625462963
-63,155,2460405.3660185183
-45,146,2460405.369490741
-27,140,2460405.372962963
-9,136,2460405.3764351853
8,132,2460405.3799074073
26,128,2460405.38337963
44,123,2460405.386851852
62,114,2460405.390324074
78,84,2460405.3937962963
77,-14,2460405.3972685183
60,-39,2460405.400740741
42,-47,2460405.404212963
24,-52,2460405.4076851853
6,-56,2460405.4111574073
-11,-60,2460405.41462963
-29,-64,2460405.418101852
-47,-69,2460405.421574074
-65,-79,2460405.4250462963
-80,-118,2460405.4285185183
-75,147,2460405.431990741
-58,127,2460405.435462963
-40,119,2460405.4389351853
-22,114,2460405.4424074073
-4,110,2460405.44587963
13,107,2460405.449351852
31,102,2460405.452824074
49,97,2460405.4562962963
67,85,2460405.4597685183
81,35,2460405.463240741
72,-49,2460405.466712963
55,-66,2460405.4701851853
37,-73,2460405.4736574073
19,-78,2460405.47712963
1,-81,2460405.480601852
-16,-85,2460405.484074074
-34,-90,2460405.4875462963
-52,-96,2460405.4910185183
-69,-109,2460405.494490741
-81,-173,2460405.497962963
-70,114,2460405.5014351853
-53,100,2460405.5049074073
-35,93,2460405.50837963
-17,89,2460405.511851852
0,85,2460405.515324074
18,81,2460405.5187962963
36,76,2460405.5222685183
54,70,2460405.525740741
71,55,2460405.529212963
81,-23,2460405.5326851853
68,-81,2460405.5361574073
51,-93,2460405.53962963
33,-99,2460405.543101852
14,-103,2460405.546574074
-3,-107,2460405.5500462963
-21,-111,2460405.5535185183
-39,-116,2460405.556990741
-57,-123,2460405.560462963
-74,-141,2460405.5639351853
-80,128,2460405.5674074073
-66,84,2460405.57087963
-48,73,2460405.574351852
-31,67,2460405.577824074
-12,63,2460405.5812962963
5,59,2460405.5847685183
23,55,2460405.588240741
41,50,2460405.591712963
59,42,2460405.5951851853
75,21,2460405.5986574073
79,-76,2460405.60212963
63,-110,2460405.605601852
46,-120,2460405.609074074
28,-125,2460405.6125462963
10,-129,2460405.6160185183
-8,-133,2460405.619490741
-26,-137,2460405.622962963
-44,-142,2460405.6264351853
-61,-151,2460405.6299074073
-77,-178,2460405.63337963
-77,82,2460405.636851852
-61,55,2460405.640324074
-44,46,2460405.6437962963
-26,41,2460405.6472685183
-8,37,2460405.650740741
10,33,2460405.654212963
28,29,2460405.6576851853
46,24,2460405.6611574073
63,14,2460405.66462963
79,-19,2460405.668101852
75,-116,2460405.671574074
59,-138,2460405.6750462963
41,-146,2460405.6785185183
23,-151,2460405.681990741
5,-155,2460405.685462963
-13,-159,2460405.6889351853
-31,-163,2460405.6924074073
-49,-168,2460405.69587963
-66,-179,2460405.699351852
-81,135,2460405.702824074
-73,45,2460405.7062962963
-57,27,2460405.7097685183
-39,20,2460405.713240741
-21,15,2460405.716712963
-3,12,2460405.7201851853
14,8,2460405.7236574073
33,3,2460405.72712963
51,-2,2460405.730601852
68,-14,2460405.734074074
81,-72,2460405.7375462963
71,-150,2460405.7410185183
54,-165,2460405.744490741
36,-172,2460405.747962963
18,-177,2460405.7514351853
0,179,2460405.7549074073
-17,175,2460405.75837963
-35,170,2460405.761851852
-53,164,2460405.765324074
-70,150,2460405.7687962963
-81,77,2460405.7722685183
-69,13,2460405.775740741
-52,0,2460405.779212963
-34,-5,2460405.7826851853
-16,-9,2460405.7861574073
1,-13,2460405.78962963
19,-17,2460405.793101852
35,-21,2460405.7960185185
53,-27,2460405.7994907405
70,-41,2460405.802962963
82,-111,2460405.806435185
69,-178,2460405.8099074075
52,168,2460405.8133796295
34,162,2460405.816851852
16,157,2460405.820324074
-1,154,2460405.8237962965
-19,150,2460405.8272685185
-37,145,2460405.8307407405
-55,138,2460405.834212963
-72,122,2460405.837685185
-81,39,2460405.8411574075
-67,-13,2460405.8446296295
-50,-24,2460405.848101852
-32,-30,2460405.851574074
-14,-34,2460405.8550462965
3,-38,2460405.8585185185
21,-42,2460405.8619907405
39,-47,2460405.865462963
57,-54,2460405.868935185
74,-74,2460405.8724074075
80,-167,2460405.8758796295
65,152,2460405.879351852
47,141,2460405.882824074
29,136,2460405.8862962965
11,132,2460405.8897685185
-6,128,2460405.8932407405
-24,124,2460405.896712963
-42,119,2460405.900185185
-60,111,2460405.9036574075
-76,87,2460405.9071296295
-79,-10,2460405.910601852
-63,-42,2460405.914074074
-45,-51,2460405.9175462965
-27,-56,2460405.9210185185
-9,-60,2460405.9244907405
8,-64,2460405.927962963
26,-68,2460405.931435185
44,-73,2460405.9349074075
62,-82,2460405.9383796295
78,-112,2460405.941851852
77,148,2460405.945324074
60,123,2460405.9487962965
42,115,2460405.9522685185
24,110,2460405.9557407405
6,106,2460405.959212963
-11,102,2460405.962685185
-29,98,2460405.9661574075
-47,92,2460405.9696296295
-65,82,2460405.973101852
-80,44,2460405.976574074
-75,-49,2460405.9800462965
-58,-69,2460405.9835185185
-40,-77,2460405.9869907405
-22,-82,2460405.990462963
-4,-86,2460405.993935185
13,-90,2460405.9974074075
31,-94,2460406.0008796295
49,-100,2460406.004351852
67,-111,2460406.007824074
81,-161,2460406.0112962965
73,112,2460406.0147685185
55,96,2460406.0182407405
38,89,2460406.021712963
19,84,2460406.025185185
1,80,2460406.0286574075
-16,76,2460406.0321296295
-34,72,2460406.035601852
-52,66,2460406.039074074
-69,53,2460406.0425462965
-81,-10,2460406.0460185185
-70,-82,2460406.0494907405
-53,-97,2460406.052962963
-35,-103,2460406.056435185
-17,-108,2460406.0599074075
0,-112,2460406.0633796295
18,-115,2460406.066851852
36,-120,2460406.070324074
54,-127,2460406.0737962965
71,-142,2460406.0772685185
81,139,2460406.0807407405
68,81,2460406.084212963
51,69,2460406.087685185
33,63,2460406.0911574075
15,58,2460406.0946296295
-3,55,2460406.098101852
-21,51,2460406.101574074
-39,46,2460406.1050462965
-57,39,2460406.1085185185
-73,21,2460406.1119907405
-81,-68,2460406.115462963
-66,-113,2460406.118935185
-49,-123,2460406.1224074075
-31,-129,2460406.1258796295
-13,-133,2460406.129351852
